"","SRR6145425","SRR6145429","SRR6145431","SRR6145433","SRR6145436","SRR6145443"
"ENSG00000206784.1",250,74,27,12,74,75
"ENSG00000252723.2",54,54,42,63,0,0
"ENSG00000147905.17",37498,26108,45893,26415,29477,26533
"ENSG00000224648.1",148,225,30,75,103,73
"ENSG00000236156.2",316,165,496,638,1293,628
"ENSG00000137106.17",59607,59878,63344,61979,52161,69503
"ENSG00000168795.4",17289,19832,19367,19740,18486,21856
"ENSG00000187988.5",517,149,371,147,297,522
"ENSG00000230188.1",75,225,340,202,371,41
"ENSG00000137054.15",12832,19140,15120,13745,12584,13254
"ENSG00000234160.1",963,903,1121,921,1227,1229
"ENSG00000147912.12",39623,42874,30764,39120,44392,53193
"ENSG00000256966.6",33569,35281,25801,30321,29838,39333
"ENSG00000175768.12",14965,13871,12505,15821,10468,13250
"ENSG00000233111.1",2945,4232,2723,2245,2554,3229
"ENSG00000201287.1",0,73,72,0,144,0
"ENSG00000070601.9",7341,7011,6939,5020,10091,7354
"ENSG00000165275.9",18959,13410,19303,16829,20435,20466
"ENSG00000107371.12",18745,13482,15068,16875,15068,18404
"ENSG00000232454.2",1672,931,1153,1150,975,861
"ENSG00000122741.15",48863,39378,36085,40843,40078,43709
"ENSG00000226055.2",2420,1241,1414,2498,1232,1240
"ENSG00000213839.4",11758,11117,9595,10279,10563,9981
"ENSG00000122696.13",14636,12785,13985,12646,15126,12571
"ENSG00000251745.1",0,0,15,0,0,52
"ENSG00000255872.3",26737,24204,31197,22683,15344,28007
"ENSG00000107338.9",24907,28175,34366,20833,11881,29291
"ENSG00000200026.1",0,0,0,0,0,73
"ENSG00000223716.2",0,0,0,0,0,0
"ENSG00000137124.7",10451,13821,12380,9101,7192,10883
"ENSG00000137142.4",1546,1667,825,1193,393,1053
"ENSG00000225254.2",365,274,75,108,224,175
"ENSG00000215165.3",132,112,0,0,298,73
"ENSG00000229511.1",75,455,73,0,295,0
"ENSG00000237487.1",0,223,224,47,75,56
"ENSG00000243085.1",0,75,75,32,83,0
"ENSG00000176007.10",74,223,62,514,75,209
"ENSG00000259898.1",665,156,1592,1412,616,2124
"ENSG00000272934.1",953,1036,2518,2023,1252,2277
"ENSG00000250989.1",539,983,1536,2414,1171,2105
"ENSG00000283162.1",3049,2113,4032,3645,3095,2209
"ENSG00000273036.2",5579,7538,13182,16326,7900,11653
"ENSG00000225345.3",7923,6948,23910,18658,10117,10476
"ENSG00000272904.1",2294,2125,4782,4862,1931,2688
"ENSG00000283486.1",5975,5799,13331,12030,7495,9961
"ENSG00000180071.19",13478,11177,37871,28028,20475,16687
"ENSG00000204860.4",6828,11183,9598,11954,6956,10479
"ENSG00000237557.1",293,216,284,214,0,147
"ENSG00000252725.1",0,0,0,0,0,0
"ENSG00000283329.1",41,0,58,0,223,74
"ENSG00000228467.2",148,533,72,0,0,74
"ENSG00000234680.1",0,330,242,0,0,73
"ENSG00000226625.1",440,515,222,213,293,297
"ENSG00000271454.1",359,498,555,221,487,506
"ENSG00000243695.1",1736,1097,1388,898,1700,1489
"ENSG00000278825.1",0,0,0,72,0,74
"ENSG00000106714.17",36414,48406,33871,29684,24455,34013
"ENSG00000204849.7",74,208,73,75,0,149
"ENSG00000277024.1",97,116,67,0,0,75
"ENSG00000215112.6",0,0,51,0,0,0
"ENSG00000231140.3",0,0,0,0,0,0
"ENSG00000224038.1",0,0,0,0,0,0
"ENSG00000229707.1",0,0,0,0,0,0
"ENSG00000198416.9",7092,8935,7987,6644,6356,5555
"ENSG00000269692.1",367,428,221,245,75,210
"ENSG00000273994.1",0,0,0,0,74,0
"ENSG00000234720.3",367,361,493,74,0,223
"ENSG00000226108.2",10,41,35,43,0,25
"ENSG00000232239.2",625,295,738,373,370,366
"ENSG00000229273.1",4399,3808,2974,2583,3259,4007
"ENSG00000278175.3",8577,6290,6771,5884,6889,7844
"ENSG00000276692.1",1167,1835,713,762,550,724
"ENSG00000283886.1",3766,4659,2037,2402,2215,2100
"ENSG00000277774.1",143,735,218,214,148,146
"ENSG00000252724.1",0,162,19,144,11,69
"ENSG00000232798.1",142,514,196,404,495,398
"ENSG00000184961.5",3734,4340,1648,2704,2312,4380
"ENSG00000237846.1",5929,8927,2161,4360,3589,9474
"ENSG00000284116.1",7341,10018,3289,6176,4521,10053
"ENSG00000204837.4",5238,7418,2418,4701,2994,6479
"ENSG00000230804.2",229,113,111,57,53,176
"ENSG00000236966.1",0,75,0,0,0,0
"ENSG00000228136.1",0,0,0,0,0,0
"ENSG00000283211.1",0,0,0,0,0,0
"ENSG00000283246.1",0,0,0,0,0,0
"ENSG00000212441.1",9,21,0,0,1,22
"ENSG00000183148.6",7607,6605,5476,4735,14832,11692
"ENSG00000234812.1",739,624,149,363,864,699
"ENSG00000231390.1",1486,1481,1559,441,2009,2381
"ENSG00000223839.7",4507,3559,2218,3078,4905,9370
"ENSG00000240240.8",3079,2301,2703,1700,4831,4373
"ENSG00000224681.1",117,0,0,59,29,41
"ENSG00000227069.1",1079,1231,454,667,1240,1285
"ENSG00000232433.2",7484,4756,4144,4348,10708,8344
"ENSG00000274157.1",744,1186,275,714,1044,1255
"ENSG00000274067.1",0,75,0,39,13,132
"ENSG00000278122.1",0,75,0,40,13,132
"ENSG00000276500.1",248,74,0,0,164,330
"ENSG00000184906.10",1778,149,948,666,505,3477
"ENSG00000276266.1",596,137,519,0,216,741
"ENSG00000225380.4",0,103,0,0,0,0
"ENSG00000278331.1",20,39,59,0,0,39
"ENSG00000276963.1",41,201,373,0,74,256
"ENSG00000275390.1",134,512,397,73,28,200
"ENSG00000276868.1",1251,1090,856,1050,1244,1656
"ENSG00000275377.1",310,190,159,164,274,307
"ENSG00000280077.1",6022,1869,3209,2513,5442,3684
"ENSG00000279456.1",2750,3481,1363,2842,2161,2722
"ENSG00000277778.2",9013,7145,6960,4470,9810,8807
"ENSG00000225655.5",149,0,90,68,20,224
"ENSG00000276462.1",7404,3835,3772,2049,3323,5012
"ENSG00000273514.1",3505,3186,1045,1714,3256,4601
"ENSG00000215126.10",26741,31164,26566,25266,20660,33510
"ENSG00000276291.5",18407,22405,16070,14710,18283,18785
"ENSG00000276029.1",331,222,285,184,33,350
"ENSG00000277049.1",207,134,74,42,66,72
"ENSG00000279561.2",18916,26901,14875,15165,20844,18326
"ENSG00000278647.1",416,588,368,341,300,198
"ENSG00000275450.1",1274,1342,972,988,650,557
"ENSG00000274680.1",970,224,0,140,74,0
"ENSG00000276502.1",0,0,0,0,0,0
"ENSG00000276832.1",204,204,150,0,288,376
"ENSG00000275160.1",2366,3687,1694,1481,2664,4004
"ENSG00000277340.1",68,187,149,0,38,146
"ENSG00000276094.1",375,134,119,0,0,61
"ENSG00000276562.1",0,0,0,0,0,0
"ENSG00000275493.1",1084,1105,590,940,1869,1467
"ENSG00000278077.1",737,767,387,372,1100,860
"ENSG00000278054.1",74,72,73,113,279,80
"ENSG00000276135.1",1262,1236,1649,1063,4358,2276
"ENSG00000276412.1",599,523,1112,672,2176,1087
"ENSG00000277979.1",57,19,51,114,257,25
"ENSG00000278028.1",132,42,105,173,194,251
"ENSG00000275239.4",15,526,438,364,1199,730
"ENSG00000274688.1",72,339,187,75,122,192
"ENSG00000278001.1",0,982,528,426,225,281
"ENSG00000275297.1",372,1551,1343,1269,523,1543
"ENSG00000237207.2",2256,2376,1256,1976,1438,2567
"ENSG00000270909.1",1723,1222,848,631,883,1014
"ENSG00000273717.1",0,0,0,0,0,0
"ENSG00000154529.14",25694,31869,22318,20070,20544,23330
"ENSG00000185775.9",0,445,75,0,0,116
"ENSG00000239986.2",0,0,45,0,0,0
"ENSG00000277260.1",0,0,74,0,0,0
"ENSG00000276277.1",0,0,0,0,0,0
"ENSG00000275649.1",101,0,0,22,0,0
"ENSG00000268234.1",3086,1471,1673,1001,1686,2055
"ENSG00000277213.1",22,0,0,0,0,0
"ENSG00000234861.2",75,147,75,144,0,150
"ENSG00000227353.1",0,0,20,0,24,0
"ENSG00000227924.2",588,539,791,429,644,729
"ENSG00000212952.6",397,518,552,121,449,460
"ENSG00000237357.2",3035,2364,2436,1571,2311,3018
"ENSG00000229311.1",710,634,339,448,643,870
"ENSG00000204816.5",1926,2091,1003,425,1015,1814
"ENSG00000230245.2",0,0,0,0,0,143
"ENSG00000216829.6",216,205,223,163,443,218
"ENSG00000233424.2",149,75,149,0,373,373
"ENSG00000204818.4",1770,1263,1005,898,1486,970
"ENSG00000224537.1",0,0,0,0,0,0
"ENSG00000238529.1",36,0,64,0,0,4
"ENSG00000236816.2",17260,8085,10171,4824,18511,8141
"ENSG00000170165.5",2537,959,1147,1534,3347,2376
"ENSG00000273900.1",1408,1646,1085,1152,2942,2320
"ENSG00000275144.1",2635,520,953,224,1882,1066
"ENSG00000230635.2",1260,905,1160,908,1321,2381
"ENSG00000229079.1",742,297,222,221,591,941
"ENSG00000213816.3",1187,1318,285,575,1210,1565
"ENSG00000276591.1",8364,6903,4220,2754,5779,4121
"ENSG00000277697.1",2849,1802,1673,1577,1636,1937
"ENSG00000276128.1",5670,2708,1781,1860,2838,2515
"ENSG00000277737.3",148,57,142,36,301,453
"ENSG00000277598.1",0,0,149,214,0,106
"ENSG00000276581.2",0,160,300,0,94,75
"ENSG00000274916.1",0,0,0,75,0,0
"ENSG00000275628.1",0,160,225,75,0,75
"ENSG00000273676.1",0,0,0,0,0,0
"ENSG00000274516.1",0,0,0,0,36,0
"ENSG00000278485.1",0,0,0,0,0,0
"ENSG00000276422.1",75,0,75,0,0,0
"ENSG00000283541.1",6694,11441,5399,6226,4171,5682
"ENSG00000276040.4",0,343,168,0,36,74
"ENSG00000276149.1",0,0,0,0,0,0
"ENSG00000277412.1",0,0,0,0,0,0
"ENSG00000274583.1",0,75,0,0,0,0
"ENSG00000275676.1",0,0,0,5,0,0
"ENSG00000276522.1",0,0,0,0,0,0
"ENSG00000283378.1",9662,15618,8645,9235,6796,8195
"ENSG00000277109.1",0,0,0,0,0,0
"ENSG00000231248.2",257,0,179,36,73,0
"ENSG00000238933.1",117,281,74,314,0,309
"ENSG00000204814.5",220,149,149,224,75,444
"ENSG00000231454.2",0,70,0,0,0,0
"ENSG00000273940.1",149,229,75,134,225,235
"ENSG00000154537.4",1535,3335,1454,1765,1482,2290
"ENSG00000277624.1",766,548,782,473,2426,1731
"ENSG00000204805.8",408,357,222,55,1014,149
"ENSG00000170152.4",244,756,213,271,777,874
"ENSG00000235659.1",483,774,21,675,1454,2019
"ENSG00000238749.1",0,0,0,20,0,0
"ENSG00000223379.1",75,203,149,150,464,338
"ENSG00000229697.2",0,77,0,0,56,142
"ENSG00000276795.1",72,285,74,75,0,0
"ENSG00000276845.1",56,685,468,180,178,458
"ENSG00000231527.5",804,2851,1430,1820,1651,2105
"ENSG00000284471.1",1913,6453,5996,5794,2905,5872
"ENSG00000231838.1",71,260,201,95,0,47
"ENSG00000231995.2",325,588,296,453,75,150
"ENSG00000231212.1",146,893,494,969,474,429
"ENSG00000236450.1",0,0,0,0,0,0
"ENSG00000252133.1",0,0,0,0,0,0
"ENSG00000275230.1",70,0,70,0,0,0
"ENSG00000204802.3",4001,3261,2677,2264,2780,3532
"ENSG00000233651.2",437,537,157,452,371,905
"ENSG00000226429.2",0,0,0,0,0,0
"ENSG00000227449.8",2756,2491,1559,1649,2031,2175
"ENSG00000224603.1",36,0,0,0,0,0
"ENSG00000204801.7",231,273,39,25,79,291
"ENSG00000232827.2",874,160,294,288,597,372
"ENSG00000212951.5",3113,3562,2763,1177,2015,2677
"ENSG00000226007.2",3807,3726,2818,1476,1965,3406
"ENSG00000278213.1",503,751,662,358,176,526
"ENSG00000234217.2",298,299,348,59,224,225
"ENSG00000236825.2",0,95,0,0,0,36
"ENSG00000234451.1",0,0,0,0,0,0
"ENSG00000241571.2",513,1114,652,599,449,670
"ENSG00000234276.1",0,0,0,0,0,0
"ENSG00000235256.1",4772,1718,1788,1931,1718,3285
"ENSG00000202474.1",25,494,208,360,458,300
"ENSG00000238113.6",10189,10387,9999,8652,15207,15914
"ENSG00000229422.1",4808,9020,5145,5820,5921,4429
"ENSG00000184523.3",74,150,150,75,75,271
"ENSG00000237451.3",888,1106,588,204,0,426
"ENSG00000238245.2",1315,148,69,75,75,145
"ENSG00000227582.2",5728,2279,735,561,1242,1719
"ENSG00000219693.3",1161,1468,595,462,1234,915
"ENSG00000234665.8",9655,4634,3679,2995,2434,3315
"ENSG00000170161.6",7147,4942,4411,3886,3748,4177
"ENSG00000273509.1",119,210,516,172,105,104
"ENSG00000244081.1",0,0,0,0,0,0
"ENSG00000198312.4",914,347,631,594,615,1157
"ENSG00000182021.10",457,148,437,150,224,777
"ENSG00000176115.9",69,0,0,0,225,431
"ENSG00000186466.5",728,346,615,450,1080,1597
"ENSG00000228522.2",587,80,361,64,59,888
"ENSG00000237238.2",1899,1799,1770,1045,2127,2154
"ENSG00000233555.2",2649,4147,2044,887,1895,2712
"ENSG00000234042.1",1566,2623,1990,2240,3077,2735
"ENSG00000268951.1",62,132,0,0,97,65
"ENSG00000225360.1",0,0,0,75,0,0
"ENSG00000224267.1",0,0,0,0,0,0
"ENSG00000228656.1",127,150,75,0,0,0
"ENSG00000226020.4",0,117,0,21,0,0
"ENSG00000239684.2",52,172,53,73,0,0
"ENSG00000207277.1",128,0,0,48,189,0
"ENSG00000225411.2",3462,2459,2998,2595,5471,3996
"ENSG00000232815.1",17998,32270,22443,16549,23080,24479
"ENSG00000266017.1",337,457,169,262,172,478
"ENSG00000215548.2",2017,2320,5089,2769,2711,2365
"ENSG00000204790.9",1001,812,1074,721,601,1118
"ENSG00000275068.1",0,0,0,0,0,0
"ENSG00000238551.1",22,0,0,0,72,0
"ENSG00000172014.12",17235,12681,14035,9936,15395,16579
"ENSG00000224185.1",3832,2567,3354,2515,6977,4470
"ENSG00000229156.1",1268,1373,858,1039,1708,1904
"ENSG00000224106.1",4374,2938,1936,3173,4815,7705
"ENSG00000224762.1",358,244,116,590,565,463
"ENSG00000235832.2",1029,1260,839,740,1435,1901
"ENSG00000235310.1",4409,5183,3038,2980,5049,6275
"ENSG00000277869.1",295,350,211,198,648,623
"ENSG00000181997.8",263,75,179,130,74,601
"ENSG00000176134.5",30,0,74,30,136,517
"ENSG00000225883.2",141,0,0,0,0,39
"ENSG00000235932.2",0,0,0,0,27,90
"ENSG00000156755.10",0,47,35,0,75,0
"ENSG00000271225.1",150,0,297,0,222,729
"ENSG00000197550.3",1764,194,985,216,296,1333
"ENSG00000206804.1",0,0,0,0,0,88
"ENSG00000223602.2",349,800,426,282,307,1119
"ENSG00000224599.1",290,70,86,103,72,159
"ENSG00000267085.1",37,0,0,0,96,209
"ENSG00000236252.2",172,117,115,222,73,547
"ENSG00000204780.5",47,0,0,0,0,0
"ENSG00000204779.2",1068,3043,1234,2091,1494,2136
"ENSG00000204778.4",419,244,252,220,358,383
"ENSG00000276723.1",0,0,0,0,0,0
"ENSG00000280286.1",1324,582,631,552,1285,819
"ENSG00000147996.16",26108,32354,26762,29891,17647,27178
"ENSG00000184659.5",2154,3298,2593,1634,2893,3275
"ENSG00000204776.6",488,225,675,223,814,603
"ENSG00000237904.2",0,0,0,0,0,0
"ENSG00000235893.5",0,0,0,0,0,0
"ENSG00000231701.1",968,149,685,405,366,1648
"ENSG00000279955.3",450,0,165,148,212,1447
"ENSG00000279688.1",497,114,346,112,263,764
"ENSG00000273668.1",0,48,45,68,73,380
"ENSG00000274893.1",2283,2075,1207,1869,2119,3717
"ENSG00000275026.1",8471,9341,5059,7451,9363,12178
"ENSG00000278068.1",396,1344,791,931,1229,2155
"ENSG00000278720.1",636,501,362,696,521,939
"ENSG00000274628.4",18175,18849,11093,12955,28978,33993
"ENSG00000229146.2",7508,5099,5579,5056,12934,15013
"ENSG00000276257.1",521,443,0,372,887,746
"ENSG00000275030.1",25,0,67,19,43,0
"ENSG00000276203.4",10528,7645,7462,5034,16421,16830
"ENSG00000278849.1",291,145,0,147,438,516
"ENSG00000233765.1",150,824,225,225,343,283
"ENSG00000274181.1",1341,538,897,522,224,287
"ENSG00000276894.1",73,0,0,0,0,0
"ENSG00000277297.1",218,0,0,75,0,0
"ENSG00000273849.1",0,0,0,0,75,0
"ENSG00000276457.1",147,0,0,147,0,0
"ENSG00000277490.1",0,0,0,0,0,0
"ENSG00000274349.4",8158,9651,9246,8369,9523,7431
"ENSG00000277350.1",38,75,0,0,72,0
"ENSG00000276039.1",0,0,0,0,0,0
"ENSG00000274355.1",0,0,0,0,150,0
"ENSG00000274820.1",0,0,0,0,0,0
"ENSG00000276348.1",91,72,0,74,20,0
"ENSG00000275969.2",75,405,223,0,0,48
"ENSG00000274852.1",150,369,52,225,281,369
"ENSG00000277575.1",422,508,437,542,384,344
"ENSG00000273999.1",1664,1367,808,665,806,1279
"ENSG00000276386.1",7536,10323,5413,5241,5592,6875
"ENSG00000276204.1",0,149,0,0,0,0
"ENSG00000276898.1",215,1824,886,471,0,276
"ENSG00000275904.1",0,42,65,5,35,0
"ENSG00000277208.1",0,0,0,0,0,0
"ENSG00000275614.1",186,102,18,75,9,33
"ENSG00000278735.1",323,288,646,207,1200,762
"ENSG00000274026.1",2669,3780,3167,2760,10214,6507
"ENSG00000274100.1",88,299,356,171,759,566
"ENSG00000278134.1",937,1441,1063,1250,2107,2083
"ENSG00000276032.1",1602,2583,1472,1991,2194,2775
"ENSG00000278763.1",1300,2329,1737,1783,2914,2450
"ENSG00000274911.1",1554,3686,1966,1566,3180,3833
"ENSG00000274098.1",348,348,294,45,103,107
"ENSG00000278010.1",0,71,0,0,0,0
"ENSG00000277618.1",0,0,0,0,0,0
"ENSG00000278551.1",0,0,0,0,0,0
"ENSG00000260691.5",28272,19850,19892,18283,41904,35932
"ENSG00000226904.1",0,0,0,0,0,0
"ENSG00000279706.1",1011,2528,964,1275,576,1416
"ENSG00000196873.15",12149,14323,9892,11947,10998,14508
"ENSG00000187559.5",1416,3119,740,1422,2012,2383
"ENSG00000225337.1",402,149,122,75,221,0
"ENSG00000234394.8",4848,2199,2515,1902,2714,3873
"ENSG00000224958.5",0,74,67,32,75,99
"ENSG00000233178.7",7795,5908,5794,7070,5499,8058
"ENSG00000229019.1",51,0,75,68,222,75
"ENSG00000154330.12",7930,3628,6429,4343,13198,8952
"ENSG00000181778.4",0,0,75,219,72,0
"ENSG00000234506.5",0,0,0,0,169,0
"ENSG00000224025.2",148,205,75,262,295,382
"ENSG00000226337.3",0,0,0,0,23,0
"ENSG00000187866.8",16288,18496,14519,17168,17175,18656
"ENSG00000236998.2",702,612,604,813,821,768
"ENSG00000236733.1",250,123,10,431,457,664
"ENSG00000207000.1",44,0,0,0,74,0
"ENSG00000107242.17",17635,12025,8735,17408,13433,18129
"ENSG00000165059.7",223,339,440,147,103,147
"ENSG00000165060.11",5761,7052,7802,6835,6898,8539
"ENSG00000270236.1",745,973,825,722,524,1036
"ENSG00000119139.17",135186,99591,155425,82115,88251,86756
"ENSG00000278910.3",0,0,0,46,0,0
"ENSG00000135063.17",24081,27452,35259,24729,22946,22435
"ENSG00000243888.1",17130,30665,13531,19130,17487,20101
"ENSG00000229312.2",889,514,520,1035,346,1039
"ENSG00000107282.7",301411,474558,227366,291860,227996,309115
"ENSG00000261447.1",425,1514,140,544,486,537
"ENSG00000188647.12",110299,50115,87387,79367,145971,116085
"ENSG00000225626.2",0,0,0,74,0,150
"ENSG00000241174.3",0,0,0,55,0,0
"ENSG00000204711.8",224,351,149,147,148,300
"ENSG00000204706.14",3397,3109,2697,3124,4015,3935
"ENSG00000222465.1",0,96,144,2,0,0
"ENSG00000236801.1",10294,8618,11910,6906,8150,7762
"ENSG00000165072.9",4551,4509,3946,2696,4490,4695
"ENSG00000268364.1",2197,1887,1666,2055,1665,2559
"ENSG00000239180.1",34,112,71,30,15,23
"ENSG00000274421.1",911,1353,1537,1095,1303,1356
"ENSG00000198887.8",34001,30583,46798,29538,36763,38076
"ENSG00000119138.4",94484,115579,97074,89199,112938,95653
"ENSG00000272232.2",2506,1934,3195,1368,3660,1383
"ENSG00000232086.1",139,240,422,187,131,106
"ENSG00000223966.1",0,0,0,0,0,0
"ENSG00000207935.3",0,90,0,0,55,0
"ENSG00000224437.2",1669,1092,1755,1126,801,1570
"ENSG00000083067.22",137878,84369,101160,80331,157062,45788
"ENSG00000229814.1",2287,1983,3060,2066,1900,955
"ENSG00000271166.1",0,0,0,73,0,0
"ENSG00000135048.13",78160,63344,55180,72213,71733,73128
"ENSG00000200922.1",38,74,73,75,61,41
"ENSG00000107362.13",38701,33758,26383,29834,25106,30608
"ENSG00000155621.14",15359,7246,12395,8226,11965,12776
"ENSG00000236060.2",6935,2116,2135,3087,7910,8296
"ENSG00000204669.9",593,500,176,353,19,767
"ENSG00000224820.2",131,407,210,321,146,270
"ENSG00000119125.16",189090,307361,118411,160220,40848,100934
"ENSG00000235523.1",143,251,0,74,75,219
"ENSG00000233933.2",0,0,0,0,0,0
"ENSG00000252428.1",0,0,0,0,0,0
"ENSG00000225434.2",0,21,0,95,184,72
"ENSG00000107372.12",229146,227459,163648,167346,159842,177405
"ENSG00000230003.2",0,0,11,0,0,0
"ENSG00000225947.1",0,0,0,0,0,0
"ENSG00000236862.1",223,186,75,0,145,37
"ENSG00000229753.1",0,0,147,0,0,0
"ENSG00000165091.15",1668,1661,2495,1006,2394,1019
"ENSG00000236849.5",0,0,15,58,153,156
"ENSG00000228024.1",546,318,1508,267,941,288
"ENSG00000165092.12",29601,19186,49383,16382,32074,13658
"ENSG00000135046.13",13640,12373,9168,4312,16492,12773
"ENSG00000221844.2",366,75,222,166,223,447
"ENSG00000232590.1",0,0,0,0,0,0
"ENSG00000236701.3",653,364,1024,513,443,665
"ENSG00000212454.1",0,0,0,0,0,0
"ENSG00000223368.2",73,0,0,0,127,0
"ENSG00000227809.1",250,52,58,52,354,208
"ENSG00000224825.2",6377,5799,4148,4316,6418,7354
"ENSG00000198963.10",161874,108877,87022,110957,142978,162126
"ENSG00000202217.1",66,150,215,0,0,62
"ENSG00000270954.1",561,75,445,74,297,0
"ENSG00000252758.1",0,0,0,0,38,0
"ENSG00000119121.21",12195,8865,21840,9269,9357,10160
"ENSG00000224297.2",74,0,0,75,0,0
"ENSG00000135045.6",12793,11689,7178,8777,7719,9533
"ENSG00000203321.2",791,738,1069,694,502,1232
"ENSG00000229587.2",401,108,366,271,260,594
"ENSG00000278040.1",1149,605,1259,460,685,357
"ENSG00000156017.12",19407,14135,16110,14159,16252,16776
"ENSG00000106733.20",9059,7036,8049,9851,8701,14115
"ENSG00000134996.11",28088,23231,19783,21422,14556,22641
"ENSG00000200041.1",0,64,20,6,0,0
"ENSG00000212316.1",0,0,0,0,0,0
"ENSG00000235707.2",0,0,75,18,0,0
"ENSG00000236376.1",75,0,37,0,0,0
"ENSG00000234644.2",0,0,0,0,75,0
"ENSG00000231137.1",0,74,14,45,0,91
"ENSG00000099139.13",22066,23583,26172,17924,24233,20053
"ENSG00000135002.11",30790,34549,20020,26840,14333,20883
"ENSG00000234618.1",6471,5443,6333,3075,4577,3872
"ENSG00000233814.1",0,0,0,0,0,48
"ENSG00000187210.12",8202,12904,7666,5850,7637,5616
"ENSG00000219149.4",136,73,75,0,0,0
"ENSG00000274326.1",205,75,264,592,213,487
"ENSG00000277320.1",588,221,239,615,224,590
"ENSG00000225937.1",5230,2487,5928,6230,5111,7163
"ENSG00000106772.17",517410,344757,499392,370016,223688,361041
"ENSG00000230335.1",0,0,0,0,0,13
"ENSG00000236604.1",0,0,0,0,0,0
"ENSG00000229857.1",0,0,0,0,0,0
"ENSG00000204612.1",0,0,0,33,0,0
"ENSG00000232851.3",0,0,0,0,0,0
"ENSG00000233526.1",0,0,0,0,0,0
"ENSG00000232998.1",1949,4339,2425,2452,2380,3352
"ENSG00000197969.11",195331,161261,141360,139183,143509,165061
"ENSG00000231373.1",398,295,106,279,858,466
"ENSG00000228248.1",233,368,149,248,402,116
"ENSG00000201711.1",18,0,0,0,63,37
"ENSG00000156049.6",12894,19290,11272,8552,15561,8692
"ENSG00000156052.10",255970,198258,199745,195944,188615,172165
"ENSG00000233457.1",0,0,148,75,117,0
"ENSG00000222452.1",0,0,0,0,0,115
"ENSG00000233947.1",747,1270,375,662,619,738
"ENSG00000228781.1",0,75,0,75,0,75
"ENSG00000234819.1",19,0,0,0,72,0
"ENSG00000148019.12",45065,30036,47038,34342,46703,40868
"ENSG00000135069.13",77838,47505,81953,71708,63212,71473
"ENSG00000270627.1",0,0,0,0,75,127
"ENSG00000237257.1",75,0,74,359,57,222
"ENSG00000226234.2",225,222,444,444,223,446
"ENSG00000260995.1",363,150,197,251,285,615
"ENSG00000186940.6",19173,19868,14789,13054,9946,18026
"ENSG00000233086.7",0,94,0,0,71,220
"ENSG00000240979.1",5965,4717,4824,3431,3576,3629
"ENSG00000106829.18",119532,92750,85721,76805,65754,78576
"ENSG00000270691.1",0,71,135,0,54,0
"ENSG00000238002.2",150,0,225,74,464,73
"ENSG00000232494.1",73,0,0,34,148,0
"ENSG00000260564.1",0,0,0,0,135,75
"ENSG00000279715.1",0,0,0,0,283,0
"ENSG00000280366.1",100,98,194,0,27,99
"ENSG00000230945.1",480,277,469,271,197,224
"ENSG00000236521.1",150,150,223,373,149,416
"ENSG00000232981.1",0,60,0,0,0,73
"ENSG00000225901.1",0,0,0,0,0,0
"ENSG00000234637.1",0,0,0,0,103,0
"ENSG00000226798.1",0,75,0,0,0,0
"ENSG00000228375.1",0,0,0,0,0,0
"ENSG00000237072.1",0,0,13,0,0,0
"ENSG00000196781.14",63025,80386,49129,60847,79543,73368
"ENSG00000207206.1",0,0,0,0,0,0
"ENSG00000233926.1",201,221,340,96,225,321
"ENSG00000252167.1",0,0,0,0,0,0
"ENSG00000200969.1",0,40,0,0,0,0
"ENSG00000240632.6",75,150,0,0,0,0
"ENSG00000230846.1",0,0,0,0,0,0
"ENSG00000189357.8",0,0,75,0,0,0
"ENSG00000186788.13",0,0,0,0,0,0
"ENSG00000237770.2",0,0,0,0,0,0
"ENSG00000267559.5",136,140,144,182,141,74
"ENSG00000214929.3",0,75,0,0,0,0
"ENSG00000231649.3",374,766,448,145,228,318
"ENSG00000230360.1",1306,1130,1385,1009,520,1287
"ENSG00000235377.1",0,75,75,0,0,0
"ENSG00000225085.1",0,48,75,0,0,0
"ENSG00000228046.2",75,74,224,74,0,0
"ENSG00000228123.4",0,190,200,62,224,222
"ENSG00000232749.2",75,67,149,0,55,0
"ENSG00000278988.1",73,0,0,0,6,0
"ENSG00000233309.1",0,72,72,0,75,72
"ENSG00000228430.9",2051,2306,2880,1820,1396,2157
"ENSG00000165105.9",2234,2213,2431,3676,588,2737
"ENSG00000251776.1",0,0,0,0,0,0
"ENSG00000273806.1",0,0,52,0,0,0
"ENSG00000229109.1",269,152,72,287,196,116
"ENSG00000251752.1",0,0,0,0,0,63
"ENSG00000237529.1",174,147,241,253,224,217
"ENSG00000172159.15",12738,15645,14618,14048,13012,13087
"ENSG00000199483.1",0,62,0,42,0,55
"ENSG00000148057.15",5599,8452,7360,4898,4884,4668
"ENSG00000135018.13",249376,226162,187005,181592,137070,186080
"ENSG00000254473.1",13324,9625,9231,5585,8826,10863
"ENSG00000165113.12",16675,10655,14172,10892,15495,15825
"ENSG00000226877.7",1286,645,1523,929,1121,522
"ENSG00000231616.8",2415,2383,2906,2347,1918,2031
"ENSG00000165115.14",13421,8631,15810,10722,14584,15365
"ENSG00000165118.14",8713,7921,7385,6606,7935,6328
"ENSG00000284179.1",49,111,92,137,50,45
"ENSG00000235298.1",6946,6954,7130,8032,5047,7709
"ENSG00000165119.20",181759,176899,154630,154170,124270,159025
"ENSG00000202523.1",0,0,0,0,0,0
